what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1425307637800
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1425307638300
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1425307639378
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1425307639847
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1425307640050
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1425307643644
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1425307644035
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425307645021
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425307647235
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1425307649440
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1425307650034
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1425307654151
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425307654981
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425307661769
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1425307665817
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425307667437
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425307686086
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1425307686195
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1425307688738
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1425307689175
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1425307698853
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1425307708479
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425307709338
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425307720300
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1425307723506
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1425307724813
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1425307725094
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1425307726031
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425307726933
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425307750323
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1425307750363
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425307794555
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425307796685
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1425307796950
started,bundle,org.eclipse.jpt.jpa.core,3.0.3.v201203013030,"org.eclipse.jpt.jpa.core",1425307796950
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1425307799028
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1425307799060
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425307806983
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425307850907
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425307855303
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425307876395
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425307877270
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425307878286
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425307898927
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425307900971
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425307901096
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425307903588
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425307903745
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425307903760
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425307905557
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425307905557
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425308486498
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425308489353
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425308898490
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1425308899913
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1425308899913
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425308901709
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425309019525
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425309021307
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425313765856
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425313774964
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425313794807
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1425313794869
opened,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1425313796276
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1425313796338
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425313798909
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425313799972
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.line",1425313799988
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425313801679
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425313803992
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425313824761
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425313870794
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425313872056
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425314141025
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1425314141088
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1425314144604
opened,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1425314154762
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1425314154793
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1425314154840
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425314174396
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425314177198
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1425314177245
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1425314178787
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425314181227
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425314248833
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1425314248864
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425314250052
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425314255303
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1425314255428
closed,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1425314258241
closed,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1425314258257
closed,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1425314258272
closed,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1425314258288
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1425314259538
closed,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1425314259538
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1425314262929
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425314267420
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425314284146
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425314288259
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425314623329
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425314625395
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425314643352
opened,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1425314643592
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1425314643608
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1425314645873
closed,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1425314645873
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425314648088
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425314786761
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425314788257
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425314802716
opened,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1425314808702
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1425314808749
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1425314826583
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1425314828051
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425314835138
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425314886214
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1425314894944
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1425314894959
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1425314896366
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1425314897913
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425314900471
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425314921147
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1425314921193
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1425314923912
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1425314923912
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425314932729
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425314956962
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1425314961759
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425314965160
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425314995695
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1425314995745
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1425314995857
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1425314995876
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1425314997709
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1425314998166
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1425314998795
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1425314999291
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1425314999291
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.close",1425314999293
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425315002768
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425315011286
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1425315013139
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1425315014802
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425315017305
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425315057423
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1425315058335
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1425315059476
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1425315079378
opened,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1425315084002
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1425315084033
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1425315097957
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1425315100377
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1425315102087
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1425315116509
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1425315119353
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1425315126369
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425315128146
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425315138015
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1425315138098
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1425315154624
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1425315160109
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1425315163070
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1425315179355
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1425315194585
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1425315197632
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1425315204498
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1425315207349
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1425315209021
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1425315213899
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425315214800
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425315226071
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1425315229191
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425315230019
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425315281615
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1425315293129
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1425315297976
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1425315298648
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1425315299882
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425315301642
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425315309492
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1425315320674
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1425315321314
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425315324427
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425315333395
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1425315340842
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425315341545
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425315372094
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1425315376173
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1425315387762
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1425315389655
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1425315394122
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1425315395998
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425315396685
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425315407888
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1425315410332
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425315410944
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425315413693
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425315416070
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425315439743
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1425315439790
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1425315439887
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1425315439902
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1425315441549
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1425315441950
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1425315442964
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1425315443748
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1425315443748
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425315446350
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425315456431
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1425315460146
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425315461782
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1425315511287
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1425315516045
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1425315525546
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1425315526965
opened,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1425315527153
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1425315527184
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1425315535569
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1425315568827
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1425315580788
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1425315580975
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1425315581116
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1425315581225
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1425315588090
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1425315588434
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1425315592372
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1425315596701
