what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.line",1421692741446
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1421692744860
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421692746900
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421692754486
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1421692754571
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1421692759044
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1421692759614
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421692760418
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421692762239
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1421692764508
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421692766170
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421692787823
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1421692789402
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1421692790730
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421692793746
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421692810297
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1421692810328
started,bundle,org.eclipse.dltk.validators.ui,3.0.0.v20110423,"org.eclipse.dltk.validators.ui",1421692811750
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1421692813156
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421692819904
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1421692842232
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421692876744
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421692880980
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421692881465
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1421692885332
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421692885676
started,bundle,org.eclipse.wst.jsdt.debug.rhino.ui,1.0.1.v201201112313,"org.eclipse.wst.jsdt.debug.rhino.ui",1421692887083
started,bundle,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui",1421692887083
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1421692887083
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1421692887099
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1421692887099
started,bundle,org.eclipse.dltk.core.manipulation,3.0.0.v20110609-1525,"org.eclipse.dltk.core.manipulation",1421692887161
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421692887240
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.rename",1421692887255
opened,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1421692894721
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1421692894768
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1421692898693
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1421692900177
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421692903018
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421692908643
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1421692908715
closed,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1421692908715
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1421692910199
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1421692910356
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1421692916685
activated,editor,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.editor",1421692919419
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1421692925871
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421692926602
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421692931694
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421692936836
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1421692936852
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421692939099
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1421692942897
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1421692943444
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421692944662
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1421692944678
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421692946644
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1421692948384
